model,ens,exp,postprocess,table,grid,varn,period,mean
NorESM2-LM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2061-2070,1.32
NorESM2-MM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2061-2070,1.42
TaiESM1,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2061-2070,2.53
UKESM1-0-LL,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2061-2070,2.59
ACCESS-CM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.46
ACCESS-ESM1-5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.04
AWI-CM-1-1-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.10
BCC-CSM2-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.66
CAMS-CSM1-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.40
CESM2-WACCM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.40
CESM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.20
CIESM,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.22
CMCC-CM2-SR5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.68
CNRM-CM6-1-HR,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2071-2080,2.72
CNRM-CM6-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2071-2080,2.14
CNRM-ESM2-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2071-2080,1.90
CanESM5-CanOE,r1i1p2f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.91
CanESM5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.90
EC-Earth3-Veg-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,1.92
EC-Earth3-Veg,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.48
EC-Earth3,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.10
FGOALS-f3-L,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.01
FGOALS-g3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.46
FIO-ESM-2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.24
GFDL-ESM4,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2071-2080,1.44
GISS-E2-1-G,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2071-2080,2.33
HadGEM3-GC31-LL,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2071-2080,2.72
HadGEM3-GC31-MM,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2071-2080,2.74
IITM-ESM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.53
INM-CM4-8,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2071-2080,1.53
INM-CM5-0,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2071-2080,1.54
IPSL-CM6A-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.42
KACE-1-0-G,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2071-2080,2.93
KIOST-ESM,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2071-2080,1.78
MCM-UA-1-0,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2071-2080,2.09
MIROC6,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.52
MIROC-ES2L,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2071-2080,1.62
MPI-ESM1-2-HR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.61
MPI-ESM1-2-LR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.53
MRI-ESM2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.83
NESM3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.06
NorESM2-LM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.28
NorESM2-MM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,1.33
TaiESM1,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2071-2080,2.64
UKESM1-0-LL,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2071-2080,2.68
ACCESS-CM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.51
ACCESS-ESM1-5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.02
AWI-CM-1-1-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.01
BCC-CSM2-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.55
CAMS-CSM1-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.33
CESM2-WACCM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.44
CESM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.23
CIESM,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,2.19
CMCC-CM2-SR5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.82
CNRM-CM6-1-HR,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2081-2090,2.75
CNRM-CM6-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2081-2090,2.14
CNRM-ESM2-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2081-2090,2.00
CanESM5-CanOE,r1i1p2f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.88
CanESM5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.83
EC-Earth3-Veg-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,1.97
EC-Earth3-Veg,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,2.57
EC-Earth3,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,2.05
FGOALS-f3-L,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,1.97
FGOALS-g3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.43
FIO-ESM-2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.20
GFDL-ESM4,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2081-2090,1.41
GISS-E2-1-G,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2081-2090,2.24
HadGEM3-GC31-LL,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2081-2090,2.74
HadGEM3-GC31-MM,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2081-2090,2.80
IITM-ESM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.46
INM-CM4-8,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2081-2090,1.46
INM-CM5-0,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2081-2090,1.47
IPSL-CM6A-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,2.35
KACE-1-0-G,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2081-2090,2.95
KIOST-ESM,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2081-2090,1.73
MCM-UA-1-0,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2081-2090,2.01
MIROC6,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.46
MIROC-ES2L,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2081-2090,1.58
MPI-ESM1-2-HR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.58
MPI-ESM1-2-LR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.51
MRI-ESM2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.74
NESM3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.01
NorESM2-LM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.26
NorESM2-MM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,1.34
TaiESM1,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2081-2090,2.71
UKESM1-0-LL,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2081-2090,2.67
ACCESS-CM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.53
ACCESS-ESM1-5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.99
AWI-CM-1-1-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.92
BCC-CSM2-MR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.50
CAMS-CSM1-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.24
CESM2-WACCM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.45
CESM2,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.31
CIESM,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.17
CMCC-CM2-SR5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.93
CNRM-CM6-1-HR,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2091-2100,2.80
CNRM-CM6-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2091-2100,2.15
CNRM-ESM2-1,r1i1p1f2,ssp126,global_mean,Amon,gr,tas,2091-2100,2.07
CanESM5-CanOE,r1i1p2f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.82
CanESM5,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.78
EC-Earth3-Veg-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.01
EC-Earth3-Veg,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.57
EC-Earth3,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.07
FGOALS-f3-L,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,1.95
FGOALS-g3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.36
FIO-ESM-2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.16
GFDL-ESM4,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2091-2100,1.36
GISS-E2-1-G,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2091-2100,2.21
HadGEM3-GC31-LL,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2091-2100,2.74
HadGEM3-GC31-MM,r1i1p1f3,ssp126,global_mean,Amon,gn,tas,2091-2100,2.80
IITM-ESM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.44
INM-CM4-8,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2091-2100,1.43
INM-CM5-0,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2091-2100,1.39
IPSL-CM6A-LR,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.28
KACE-1-0-G,r1i1p1f1,ssp126,global_mean,Amon,gr,tas,2091-2100,2.89
KIOST-ESM,r1i1p1f1,ssp126,global_mean,Amon,gr1,tas,2091-2100,1.71
MCM-UA-1-0,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2091-2100,1.98
MIROC6,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.45
MIROC-ES2L,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2091-2100,1.54
MPI-ESM1-2-HR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.55
MPI-ESM1-2-LR,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.51
MRI-ESM2-0,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.66
NESM3,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.95
NorESM2-LM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.27
NorESM2-MM,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,1.40
TaiESM1,r1i1p1f1,ssp126,global_mean,Amon,gn,tas,2091-2100,2.72
UKESM1-0-LL,r1i1p1f2,ssp126,global_mean,Amon,gn,tas,2091-2100,2.64
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.61
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.55
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.78
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.37
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.05
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.72
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.67
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,2.18
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.70
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2040,1.90
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2040,1.51
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2040,1.36
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2021-2040,2.48
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,2.30
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.88
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.57
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.95
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.67
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.80
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.48
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.94
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2040,1.50
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2040,1.26
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2040,1.97
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2021-2040,1.91
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.38
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2040,1.37
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2040,1.39
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,1.89
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2040,2.34
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2040,1.79
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2040,1.70
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.19
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2040,1.26
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.38
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.39
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.52
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.71
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.02
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.03
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2040,1.49
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2040,1.85
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.42
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.16
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.32
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.88
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.49
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.39
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.29
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.73
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.48
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2060,2.65
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2060,2.09
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2060,1.86
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2041-2060,3.26
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,3.05
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.41
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.03
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.54
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.23
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.25
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.83
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.51
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2060,2.03
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2060,1.60
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2060,2.54
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2041-2060,2.63
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.80
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2060,1.83
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2060,1.66
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,2.58
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2060,3.02
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2060,2.14
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2060,2.09
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.60
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2060,1.77
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.79
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.88
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.06
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.23
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.43
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,1.58
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2060,2.31
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2060,2.69
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.42
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.00
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.94
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.46
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,1.96
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.30
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.19
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.68
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.62
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2100,3.83
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2100,3.16
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2100,3.05
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2081-2100,4.24
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,4.16
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.44
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.02
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.60
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.10
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,2.85
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.28
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.32
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2100,2.92
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2100,2.24
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2100,3.13
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2081-2100,3.83
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.29
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2100,2.25
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2100,2.28
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.64
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2100,3.65
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2100,2.68
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2100,2.96
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.17
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2100,2.42
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.41
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.43
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.70
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.96
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.10
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,2.12
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2100,3.60
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2100,4.01
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.42
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.38
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.65
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.21
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,0.96
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.56
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.48
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,2.01
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.53
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2016-2035,1.73
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2016-2035,1.37
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2016-2035,1.24
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2016-2035,2.27
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,2.09
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.79
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.48
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.87
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.60
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.63
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.39
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.77
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2016-2035,1.32
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2016-2035,1.18
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2016-2035,1.75
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2016-2035,1.74
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.27
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2016-2035,1.25
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2016-2035,1.24
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,1.71
